protocol,cycle,SOH,CAP_Ah,SOC,soc_group,direction,rate_rank,I_A,CRate_rated,tau_s,tau_actual_s,V_pre_V,V_tau_V,R_mOhm,file
CC,76,0.99023,2.94434,0.7041,4,discharge,2,-23.569,7.856,10.0,9.9,3.923,3.6131,13.1486,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.704,4,discharge,3,-33.878,11.293,10.0,9.9,3.9234,3.4964,12.604,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.606,5,discharge,0,-2.947,0.982,10.0,9.9,3.8479,3.7979,16.9641,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.606,5,discharge,1,-11.786,3.929,10.0,9.9,3.8478,3.6753,14.636,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.6059,5,discharge,2,-23.569,7.856,10.0,9.9,3.8474,3.5337,13.3099,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.6058,5,discharge,3,-33.879,11.293,10.0,9.9,3.8479,3.4123,12.8575,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.5078,6,discharge,0,-2.949,0.983,10.0,9.9,3.7302,3.6901,13.596,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.5078,6,discharge,1,-11.786,3.929,10.0,9.9,3.7303,3.5752,13.1597,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.5077,6,discharge,2,-23.57,7.857,10.0,9.9,3.7304,3.4296,12.762,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.5076,6,discharge,3,-33.879,11.293,10.0,9.9,3.7306,3.3048,12.5683,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.4096,7,discharge,0,-2.946,0.982,10.0,9.91,3.6491,3.6109,12.9681,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.4096,7,discharge,1,-11.788,3.929,10.0,9.9,3.6492,3.496,12.9963,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
