cmd,soc,soh,tau_s,cycles,iters,stack,kf,ks,r_eff,i_star,us
FULL,0.4966,0.8848,2.0,25708,17,560,1.0989580154418945,1.0275921821594238,0.0,-58.57785415649414,102.832
FEAT,0.4966,0.8848,2.0,6133,0,560,1.0989580154418945,1.0275921821594238,0.0,0.0,24.532
FEAT_A8,0.4966,0.8848,2.0,3034,0,560,1.0989580154418945,1.0275921821594238,0.0,0.0,12.136
EKF,0.4966,0.8848,2.0,3416,0,560,1.0989580154418945,1.0275921821594238,0.0,0.23320351541042328,13.664
EKF_P,0.4966,0.8848,2.0,2339,0,560,1.0989580154418945,1.0275921821594238,0.0,0.23412944376468658,9.356
REFF,0.6788,0.9395,10.0,1432,0,560,0.9772225618362427,0.9898478984832764,0.01529192179441452,0.0,5.728
TRIM,0.6788,0.9395,10.0,3396,0,560,0.9772225618362427,0.9898478984832764,0.0,0.0,13.584
SOLVE,0.6788,0.9395,10.0,25250,18,560,0.9772225618362427,0.9898478984832764,0.0,-97.7987289428711,101.0
FULL,0.6788,0.9395,10.0,28599,18,560,0.9772225618362427,0.9898478984832764,0.0,-97.7987289428711,114.396
FEAT,0.6788,0.9395,10.0,6133,0,560,0.9772225618362427,0.9898478984832764,0.0,0.0,24.532
FEAT_A8,0.6788,0.9395,10.0,3034,0,560,0.9772225618362427,0.9898478984832764,0.0,0.0,12.136
EKF,0.6788,0.9395,10.0,3416,0,560,0.9772225618362427,0.9898478984832764,0.0,0.23749275505542755,13.664
EKF_P,0.6788,0.9395,10.0,2339,0,560,0.9772225618362427,0.9898478984832764,0.0,0.23841868340969086,9.356
REFF,0.6083,0.7593,10.0,1432,0,560,1.0843130350112915,1.023105263710022,0.036639001220464706,0.0,5.728
