holdout,cycle,SOH,SOC,T_C,I_meas_A,I_A0_A,I_A3_A,k_f,k_s,k_f_span
BOOST_NEGPULSE_1S,1220.0,0.865,0.9,10.0,1.82,1.424,1.244,1.1871,1.0259,0.1291
BOOST_NEGPULSE_1S,1220.0,0.865,0.8,25.0,7.163,8.207,7.052,1.1871,1.0259,0.1291
BOOST_NEGPULSE_1S,1220.0,0.865,0.8,10.0,5.454,6.009,3.619,1.1871,1.0259,0.1291
BOOST_NEGPULSE_1S,1220.0,0.865,0.7,10.0,8.143,9.682,8.406,1.1871,1.0259,0.1291
BOOST_NEGPULSE_1S,1333.0,0.8528,1.0,10.0,0.017,0.05,0.05,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.95,25.0,1.895,0.529,0.464,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.95,10.0,0.963,0.33,0.289,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.9,25.0,2.794,2.142,1.868,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.9,10.0,1.744,1.32,1.155,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.8,25.0,6.936,8.18,6.997,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.8,10.0,5.245,5.929,3.562,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1333.0,0.8528,0.7,10.0,7.837,9.439,7.968,1.1875,1.0265,0.3059
BOOST_NEGPULSE_1S,1559.0,0.8371,1.0,25.0,0.029,0.05,0.05,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,1.0,10.0,0.033,0.05,0.05,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.95,25.0,1.605,0.365,0.308,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.95,10.0,0.797,0.228,0.192,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.9,25.0,2.492,1.948,1.63,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.9,10.0,1.602,1.202,1.011,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.8,25.0,6.575,8.16,6.615,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.8,10.0,4.727,4.007,3.365,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.7,25.0,10.586,12.979,10.693,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1559.0,0.8371,0.7,10.0,7.123,9.197,7.432,1.2491,1.0386,0.1591
BOOST_NEGPULSE_1S,1685.0,0.818,1.0,25.0,0.096,0.05,0.05,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,1.0,10.0,0.054,0.05,0.05,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.95,25.0,1.304,0.349,0.294,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.95,10.0,0.671,0.218,0.183,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.9,25.0,2.263,1.785,1.485,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.9,10.0,1.532,1.096,0.921,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.8,25.0,6.237,8.12,6.502,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.8,10.0,4.125,3.936,3.297,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.7,25.0,9.595,12.505,10.26,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.7,10.0,6.529,8.84,7.119,1.2531,1.0394,0.1768
BOOST_NEGPULSE_1S,1685.0,0.818,0.6,10.0,10.387,12.107,9.891,1.2531,1.0394,0.1768
