temp_set_C,T_cell_C,tau_s,SOC,direction,I_A,rest_before_s,V_pre_V,V_tau_V,R_mOhm
-20,-18.12,2.0,0.8138,charge,4.323,20.2,3.8874,4.121,54.039
-20,-18.09,2.0,0.8134,charge,3.924,20.3,3.8893,4.1102,56.2917
-20,-17.11,2.0,0.7639,charge,4.998,20.2,3.8065,4.0499,48.6985
-20,-17.26,2.0,0.7635,discharge,-13.527,20.2,3.8197,3.2277,43.7643
-20,-17.88,2.0,0.7647,charge,4.967,20.2,3.8332,4.084,50.4892
-20,-17.68,2.0,0.7642,discharge,-14.395,20.2,3.8385,3.2071,43.8625
-20,-17.41,2.0,0.7161,charge,5.0,20.2,3.7594,4.0026,48.641
-20,-17.55,2.0,0.7156,discharge,-12.246,20.2,3.7734,3.223,44.9453
-20,-17.3,2.0,0.7167,charge,4.966,20.2,3.787,4.0379,50.5195
-20,-17.73,2.0,0.7163,discharge,-12.981,20.2,3.7927,3.2052,45.2585
-20,-18.14,2.0,0.6681,charge,5.0,20.2,3.7111,3.9534,48.4639
-20,-17.53,2.0,0.6677,discharge,-10.864,20.2,3.7251,3.2232,46.1985
-20,-17.85,2.0,0.6687,charge,4.968,20.2,3.7382,3.9882,50.321
-20,-18.13,2.0,0.6682,discharge,-11.581,20.2,3.7445,3.2052,46.5697
-20,-18.07,2.0,0.6198,charge,4.996,20.2,3.6623,3.9035,48.2748
-20,-17.52,2.0,0.6194,discharge,-9.565,20.2,3.6758,3.222,47.4463
-20,-17.88,2.0,0.6202,charge,4.969,20.2,3.6884,3.9369,50.0091
-20,-17.7,2.0,0.6198,discharge,-10.22,20.2,3.6948,3.2044,47.9843
-20,-17.54,2.0,0.5712,charge,4.999,20.2,3.6181,3.8595,48.2858
-20,-17.7,2.0,0.5707,discharge,-8.328,20.2,3.6305,3.22,49.2892
-20,-18.27,2.0,0.5715,charge,4.97,20.2,3.6409,3.8899,50.1026
-20,-17.53,2.0,0.5214,charge,5.0,20.2,3.578,3.8205,48.5019
-20,-17.37,2.0,0.5209,discharge,-7.23,20.2,3.59,3.2195,51.2448
-20,-18.24,2.0,0.5216,charge,4.974,20.2,3.5994,3.8489,50.1558
-20,-18.2,2.0,0.4714,charge,4.999,20.2,3.5398,3.7848,49.0078
-20,-17.37,2.0,0.4709,discharge,-6.117,20.2,3.5523,3.223,53.8362
-20,-18.16,2.0,0.4715,charge,4.972,20.2,3.5614,3.8125,50.5018
-20,-18.18,2.0,0.471,discharge,-6.66,20.2,3.5667,3.2032,54.582
-20,-17.27,2.0,0.4218,charge,5.0,20.2,3.5007,3.751,50.064
-20,-18.04,2.0,0.4214,discharge,-4.945,20.2,3.5156,3.2289,57.9778
-20,-17.14,2.0,0.4218,charge,4.972,20.2,3.525,3.7818,51.6503
-20,-17.86,2.0,0.4213,discharge,-5.556,20.2,3.5306,3.2041,58.7611
-20,-17.88,2.0,0.3718,charge,5.0,20.2,3.4641,3.7173,50.6451
-20,-17.08,2.0,0.3714,discharge,-3.951,20.2,3.4811,3.2333,62.7151
-20,-17.87,2.0,0.3717,charge,4.97,20.2,3.4909,3.7513,52.3923
-20,-18.21,2.0,0.3712,discharge,-4.589,20.2,3.4968,3.2039,63.821
-20,-18.13,2.0,0.322,charge,4.999,20.2,3.42,3.6702,50.049
-20,-18.05,2.0,0.3215,discharge,-2.891,20.2,3.444,3.2507,66.8581
-20,-17.32,2.0,0.3218,charge,4.964,20.2,3.4569,3.7139,51.7748
-20,-17.64,2.0,0.3213,discharge,-3.776,20.2,3.4642,3.2055,68.5044
-20,-17.3,2.0,0.2715,charge,4.999,20.2,3.3894,3.648,51.7314
-20,-17.15,2.0,0.271,discharge,-1.973,20.2,3.4131,3.2624,76.3811
-20,-17.32,2.0,0.2712,charge,4.962,20.2,3.4263,3.6914,53.4271
-20,-17.75,2.0,0.2707,discharge,-2.903,20.2,3.4344,3.2054,78.8812
-20,-17.91,2.0,0.2218,charge,4.999,20.2,3.3675,3.6564,57.7869
-20,-17.97,2.0,0.2215,charge,5.518,20.2,3.3979,3.7143,57.3365
-20,-17.46,2.0,0.2211,discharge,-2.05,20.2,3.4049,3.2016,99.1659
-20,-18.11,2.0,0.2213,charge,4.966,20.2,3.4109,3.7128,60.7934
-20,-17.75,2.0,0.1735,charge,5.0,21.3,3.304,3.6966,78.5247
-20,-17.76,2.0,0.1731,charge,5.478,20.2,3.3438,3.7426,72.8003
-20,-17.7,2.0,0.1727,discharge,-2.058,20.2,3.3447,3.054,141.2399
-20,-17.78,2.0,0.1729,charge,4.928,20.2,3.3587,3.7323,75.8148
-20,-17.65,2.0,0.1724,discharge,-1.113,20.2,3.3572,3.1951,145.6948
-20,-17.87,2.0,0.16,discharge,-2.715,27.0,3.3049,2.8811,156.1101
-20,-17.54,2.0,0.1515,discharge,-2.095,31.0,3.2813,2.6879,283.1918
-20,-17.17,2.0,0.1493,discharge,-2.434,26.0,3.2984,2.6456,268.1619
-20,-17.48,2.0,0.1434,charge,1.55,31.0,2.6931,3.2475,357.7813
-20,-17.13,2.0,0.1465,discharge,-2.071,27.0,3.2894,2.8388,217.5288
-20,-17.13,2.0,0.1405,discharge,-2.106,26.0,3.2855,2.6128,319.4131
-20,-17.12,2.0,0.1362,charge,1.558,31.0,2.6864,3.0253,217.4806
-20,-16.79,2.0,0.1407,discharge,-2.117,27.0,3.2804,2.8228,216.1958
0,1.58,2.0,1.0,discharge,-30.0,2964.1,4.1942,3.3464,28.26
0,1.8,2.0,1.0021,discharge,-29.994,343.0,4.1969,3.3461,28.3657
0,1.56,2.0,0.9573,charge,4.42,20.2,4.0759,4.2009,28.278
0,1.62,2.0,0.957,discharge,-29.95,20.2,4.0757,3.3974,22.6477
0,0.96,2.0,0.9121,charge,4.998,20.2,4.0483,4.178,25.9483
0,1.37,2.0,0.9116,discharge,-30.001,20.2,4.0501,3.4003,21.6593
0,0.95,2.0,0.9144,charge,1.974,20.2,4.0593,4.1109,26.1411
0,1.62,2.0,0.8669,charge,5.0,20.2,3.9992,4.1203,24.2193
0,0.68,2.0,0.8665,discharge,-30.002,20.2,4.0028,3.3766,20.8719
0,1.58,2.0,0.8692,charge,4.092,20.2,4.0144,4.1127,24.0204
0,1.2,2.0,0.8213,charge,4.999,20.2,3.9443,4.0602,23.1842
0,1.42,2.0,0.8209,discharge,-30.003,20.2,3.9476,3.3416,20.198
0,1.47,2.0,0.8236,charge,4.989,20.2,3.9591,4.0742,23.0703
0,1.93,2.0,0.7757,charge,5.0,20.2,3.8982,4.0093,22.2204
0,1.38,2.0,0.7753,discharge,-29.984,20.2,3.9005,3.3095,19.7105
0,1.67,2.0,0.778,charge,4.987,20.2,3.9092,4.0197,22.1585
0,0.69,2.0,0.7302,charge,4.999,20.2,3.8604,3.9687,21.6661
0,1.66,2.0,0.7297,discharge,-29.963,20.2,3.8622,3.2777,19.5074
0,1.46,2.0,0.7324,charge,4.992,20.2,3.8695,3.9767,21.4731
0,1.28,2.0,0.6846,charge,5.0,20.2,3.8138,3.9188,21.0021
0,0.99,2.0,0.6841,discharge,-29.925,20.2,3.8162,3.2384,19.3083
0,1.79,2.0,0.6868,charge,4.99,20.2,3.8241,3.9287,20.9619
0,1.36,2.0,0.639,charge,4.999,20.2,3.7684,3.872,20.7225
0,1.36,2.0,0.6386,discharge,-28.846,20.2,3.7708,3.213,19.3372
0,1.14,2.0,0.6412,charge,4.986,20.2,3.7785,3.8816,20.6796
0,0.98,2.0,0.593,charge,5.002,20.2,3.7157,3.8194,20.7313
0,1.82,2.0,0.5925,discharge,-25.816,20.2,3.7204,3.2139,19.6196
0,1.55,2.0,0.5949,charge,4.991,20.2,3.7288,3.8319,20.6572
0,1.24,2.0,0.5463,charge,4.999,20.2,3.6644,3.7684,20.8058
0,1.95,2.0,0.5459,discharge,-22.733,20.2,3.67,3.2154,19.9974
0,1.03,2.0,0.5479,charge,4.987,20.2,3.6782,3.7819,20.7932
0,1.88,2.0,0.4992,charge,4.998,20.2,3.6187,3.7247,21.2089
0,1.47,2.0,0.4988,discharge,-19.908,20.2,3.6258,3.2154,20.6148
0,0.94,2.0,0.5006,charge,4.986,20.2,3.6344,3.7398,21.1388
0,0.95,2.0,0.4512,charge,4.999,20.2,3.5778,3.6867,21.7839
0,1.81,2.0,0.4508,discharge,-17.249,20.2,3.5862,3.2171,21.3983
0,1.18,2.0,0.4524,charge,4.985,20.2,3.5954,3.704,21.7849
0,1.77,2.0,0.403,charge,5.0,20.2,3.537,3.6502,22.6418
0,1.92,2.0,0.4025,discharge,-14.447,20.2,3.5462,3.2191,22.6414
0,1.86,2.0,0.4038,charge,4.981,20.2,3.5558,3.6688,22.6862
0,1.68,2.0,0.3541,charge,4.999,20.2,3.4949,3.6145,23.9248
0,0.99,2.0,0.3537,discharge,-11.428,20.2,3.5035,3.2197,24.8337
0,1.81,2.0,0.3547,charge,4.984,20.2,3.5126,3.6323,24.0149
0,1.34,2.0,0.3047,charge,4.999,20.2,3.4534,3.5821,25.7454
0,2.2,2.0,0.3042,discharge,-8.165,20.2,3.4607,3.2246,28.9172
0,1.63,2.0,0.305,charge,4.987,20.2,3.4675,3.5961,25.785
0,2.05,2.0,0.3045,discharge,-9.195,20.2,3.4714,3.2078,28.6665
0,1.95,2.0,0.2558,charge,4.999,20.2,3.4115,3.5478,27.2657
0,2.06,2.0,0.2553,discharge,-4.887,20.2,3.4192,3.2473,35.1778
0,1.5,2.0,0.2558,charge,4.99,20.2,3.4247,3.56,27.1131
0,1.45,2.0,0.2553,discharge,-6.333,20.2,3.4277,3.2053,35.1174
0,1.69,2.0,0.206,charge,5.0,20.2,3.3567,3.5006,28.7788
0,1.75,2.0,0.2056,discharge,-2.29,20.2,3.3711,3.275,41.9706
0,1.31,2.0,0.2058,charge,4.99,20.2,3.3796,3.5187,27.8755
0,1.24,2.0,0.2053,discharge,-4.197,20.2,3.3839,3.1999,43.8367
10,10.56,2.0,1.0,discharge,-30.0,2425.0,4.1917,3.5492,21.4167
10,10.67,2.0,1.0018,discharge,-30.183,20.2,4.1943,3.5461,21.4757
10,10.92,2.0,0.9573,charge,5.0,20.2,4.0829,4.1859,20.5988
10,11.6,2.0,0.9568,discharge,-30.003,20.2,4.0821,3.5619,17.3383
10,10.91,2.0,0.9121,charge,4.997,20.2,4.0653,4.1568,18.3092
10,11.28,2.0,0.9116,discharge,-30.0,20.2,4.064,3.5622,16.7267
10,11.6,2.0,0.9143,charge,1.943,20.2,4.0697,4.1056,18.4785
10,10.51,2.0,0.8669,charge,4.997,20.2,4.0242,4.112,17.5695
10,10.96,2.0,0.8664,discharge,-30.002,20.2,4.0254,3.5346,16.3589
10,11.51,2.0,0.8691,charge,4.308,20.2,4.0332,4.1083,17.4335
10,10.45,2.0,0.8214,charge,4.998,20.2,3.9726,4.0577,17.0254
10,10.95,2.0,0.8209,discharge,-30.0,20.2,3.9739,3.4962,15.9233
10,10.98,2.0,0.8237,charge,4.987,20.2,3.9819,4.0658,16.8244
10,10.85,2.0,0.7759,charge,5.001,20.2,3.9235,4.0069,16.6763
10,10.68,2.0,0.7754,discharge,-29.998,20.2,3.926,3.4609,15.5044
10,10.62,2.0,0.7782,charge,4.992,20.2,3.9343,4.0164,16.4458
10,10.74,2.0,0.7303,charge,5.0,20.2,3.8809,3.9602,15.859
10,10.67,2.0,0.7299,discharge,-29.997,20.2,3.8832,3.4287,15.1515
10,10.94,2.0,0.7326,charge,4.987,20.2,3.8913,3.9725,16.281
10,10.48,2.0,0.6849,charge,5.0,20.2,3.8371,3.915,15.58
10,11.25,2.0,0.6845,discharge,-30.002,20.2,3.8383,3.3893,14.9657
10,10.48,2.0,0.6872,charge,4.988,20.2,3.8443,3.9222,15.6165
10,11.29,2.0,0.6394,charge,5.001,20.2,3.7901,3.8667,15.3177
10,10.36,2.0,0.6389,discharge,-29.999,20.2,3.7904,3.3428,14.9205
10,11.35,2.0,0.6416,charge,4.995,20.2,3.7952,3.8717,15.3168
10,11.04,2.0,0.5938,charge,4.997,20.2,3.7389,3.8147,15.1679
10,10.77,2.0,0.5933,discharge,-29.978,20.2,3.7398,3.2933,14.8943
10,11.34,2.0,0.596,charge,4.997,20.2,3.7452,3.8207,15.1091
10,11.07,2.0,0.5483,charge,5.0,20.2,3.6866,3.7622,15.1206
10,10.53,2.0,0.5478,discharge,-29.966,20.2,3.6887,3.2435,14.8568
10,11.31,2.0,0.5505,charge,4.99,20.2,3.6947,3.7699,15.0707
10,10.66,2.0,0.5025,charge,4.999,20.2,3.6419,3.7173,15.0836
10,10.46,2.0,0.502,discharge,-29.096,20.2,3.6447,3.2098,14.9471
10,10.72,2.0,0.5046,charge,4.991,20.2,3.6513,3.7264,15.0483
10,10.63,2.0,0.4564,charge,4.999,20.2,3.6024,3.679,15.3225
10,11.42,2.0,0.4559,discharge,-25.93,20.2,3.6067,3.2106,15.2757
10,11.32,2.0,0.4582,charge,4.988,20.2,3.614,3.6899,15.2164
10,11.31,2.0,0.4095,charge,4.999,20.2,3.5637,3.6428,15.8235
10,10.99,2.0,0.4091,discharge,-22.419,20.2,3.5697,3.2141,15.8615
10,10.59,2.0,0.4111,charge,4.986,20.2,3.5777,3.6558,15.6629
10,11.26,2.0,0.3619,charge,4.999,20.2,3.5221,3.6052,16.622
10,10.27,2.0,0.3614,discharge,-18.521,20.2,3.5291,3.2166,16.8727
10,10.82,2.0,0.3631,charge,4.983,20.2,3.5379,3.6203,16.5349
10,10.83,2.0,0.3137,charge,4.999,20.2,3.4766,3.5649,17.6635
10,11.13,2.0,0.3132,discharge,-14.053,20.2,3.483,3.2197,18.7362
10,11.19,2.0,0.3145,charge,4.987,20.2,3.4915,3.5798,17.7057
10,10.3,2.0,0.2646,charge,5.0,20.2,3.4273,3.5248,19.4984
10,11.09,2.0,0.2641,discharge,-8.993,20.2,3.4326,3.2292,22.6173
10,10.49,2.0,0.2649,charge,4.993,20.2,3.4377,3.5345,19.3883
10,10.21,2.0,0.2645,discharge,-10.47,20.2,3.4403,3.2052,22.4546
10,11.12,2.0,0.2152,charge,5.0,20.2,3.3735,3.4845,22.2018
10,10.34,2.0,0.2147,discharge,-4.119,20.2,3.3814,3.2588,29.7631
10,10.79,2.0,0.2151,charge,4.991,20.2,3.3867,3.4946,21.6198
10,11.21,2.0,0.2146,discharge,-6.224,20.2,3.3889,3.1997,30.3965
10,10.44,2.0,0.1658,charge,4.999,32.4,3.2659,3.4203,30.8837
10,10.37,2.0,0.1653,charge,4.992,42.6,3.3057,3.444,27.7049
10,10.86,2.0,0.1648,discharge,-1.934,20.2,3.3141,3.2267,45.2007
10,10.31,2.0,0.165,discharge,-2.632,20.3,3.3213,3.1996,46.2368
10,11.35,2.0,0.1184,charge,5.001,20.3,2.9576,3.2121,50.8939
10,11.47,2.0,0.117,discharge,-4.334,20.2,2.8936,2.4985,91.1724
10,10.51,2.0,0.1174,charge,4.824,20.2,2.9462,3.2004,52.696
10,10.96,2.0,0.1171,discharge,-1.587,27.0,3.0008,2.7381,165.5272
10,10.49,2.0,0.1141,discharge,-2.15,31.0,2.9382,2.6054,154.7907
10,10.9,2.0,0.1146,discharge,-1.656,26.0,2.9528,2.6034,210.9394
10,10.96,2.0,0.1112,charge,1.645,33.0,2.6472,2.8358,114.6609
10,10.74,2.0,0.1164,discharge,-2.456,27.0,2.9506,2.7755,71.3006
10,10.46,2.0,0.1155,discharge,-1.458,31.0,2.8993,2.7198,123.1307
10,11.34,2.0,0.1168,discharge,-1.556,26.0,2.9185,2.7136,131.6584
10,10.8,2.0,0.1144,charge,1.649,33.0,2.6453,2.9278,171.3159
10,11.2,2.0,0.121,discharge,-1.863,27.0,2.9273,2.6522,147.6532
40,39.6,2.0,1.0,discharge,-29.999,2120.9,4.1837,3.8416,11.4037
40,40.32,2.0,1.002,charge,1.322,20.2,4.1854,4.1996,10.7397
40,39.69,2.0,1.0019,discharge,-30.571,20.2,4.1846,3.8318,11.5403
40,39.74,2.0,1.0044,discharge,-30.568,20.2,4.1851,3.8341,11.4826
40,39.83,2.0,1.0073,discharge,-29.999,20.3,4.1864,3.8422,11.4737
40,40.12,2.0,0.9627,charge,5.0,20.2,4.0962,4.1477,10.3004
40,40.68,2.0,0.9623,discharge,-30.001,20.2,4.0961,3.7971,9.9663
40,39.79,2.0,0.9173,charge,4.998,20.2,4.0777,4.1263,9.7239
40,39.97,2.0,0.9168,discharge,-30.0,20.2,4.0772,3.7859,9.71
40,40.18,2.0,0.9195,charge,2.354,20.2,4.0789,4.101,9.3863
40,40.17,2.0,0.872,charge,5.001,20.2,4.0605,4.1096,9.8184
40,40.7,2.0,0.8715,discharge,-30.002,20.2,4.0603,3.7622,9.936
40,40.64,2.0,0.8742,charge,4.086,20.2,4.0624,4.1028,9.8877
40,40.81,2.0,0.8266,charge,5.0,20.2,4.0106,4.0599,9.8596
40,39.9,2.0,0.8261,discharge,-29.999,20.2,4.0103,3.7125,9.927
40,40.71,2.0,0.8289,charge,4.997,20.2,4.0132,4.0624,9.8453
40,40.18,2.0,0.7811,charge,4.998,20.2,3.9543,4.0027,9.6835
40,39.88,2.0,0.7807,discharge,-30.001,20.2,3.9528,3.6616,9.7063
40,40.4,2.0,0.7834,charge,4.998,20.2,3.9565,4.004,9.5032
40,39.86,2.0,0.7357,charge,4.999,20.2,3.9139,3.9619,9.6019
40,40.45,2.0,0.7352,discharge,-29.999,20.2,3.9134,3.6257,9.5903
40,40.27,2.0,0.7379,charge,4.996,20.2,3.9163,3.9636,9.467
40,40.29,2.0,0.6901,charge,5.0,20.2,3.8766,3.9253,9.739
40,40.52,2.0,0.6897,discharge,-29.999,20.2,3.8772,3.5899,9.577
40,40.54,2.0,0.6924,charge,4.995,20.2,3.8808,3.9289,9.6292
40,40.61,2.0,0.6446,charge,5.0,20.2,3.8171,3.8636,9.2998
40,39.88,2.0,0.6442,discharge,-29.999,20.2,3.8171,3.5412,9.197
40,40.62,2.0,0.6469,charge,4.996,20.2,3.8202,3.8668,9.3269
40,40.67,2.0,0.5991,charge,5.0,20.2,3.7642,3.8101,9.1807
40,40.65,2.0,0.5987,discharge,-30.0,20.2,3.7641,3.4889,9.1733
40,40.72,2.0,0.6014,charge,4.996,20.2,3.7654,3.8118,9.2871
40,40.66,2.0,0.5536,charge,4.999,20.2,3.7133,3.759,9.1411
40,40.74,2.0,0.5532,discharge,-29.997,20.2,3.7135,3.4376,9.1976
40,39.99,2.0,0.5559,charge,4.996,20.2,3.7158,3.7615,9.1481
40,40.57,2.0,0.5082,charge,4.999,20.2,3.6676,3.7131,9.1016
40,40.04,2.0,0.5078,discharge,-29.999,20.2,3.668,3.3939,9.137
40,40.89,2.0,0.5105,charge,4.996,20.2,3.6713,3.7167,9.0876
40,40.58,2.0,0.4627,charge,5.0,20.2,3.6296,3.6749,9.0598
40,40.47,2.0,0.4623,discharge,-30.002,20.2,3.6306,3.3565,9.1361
40,40.74,2.0,0.465,charge,4.994,20.2,3.6339,3.6792,9.0712
40,40.39,2.0,0.4172,charge,5.0,20.2,3.5959,3.6414,9.0993
40,40.26,2.0,0.4167,discharge,-29.996,20.2,3.5973,3.3208,9.2179
40,40.31,2.0,0.4195,charge,4.995,20.2,3.6006,3.6464,9.169
40,40.59,2.0,0.3717,charge,4.997,20.2,3.5591,3.6054,9.2646
40,39.94,2.0,0.3713,discharge,-30.002,20.2,3.5607,3.2817,9.2994
40,40.74,2.0,0.374,charge,4.996,20.2,3.5645,3.6106,9.2278
40,40.74,2.0,0.3262,charge,5.0,20.2,3.5168,3.5634,9.3207
40,40.91,2.0,0.3257,discharge,-30.0,20.2,3.5175,3.2325,9.5
40,40.85,2.0,0.3284,charge,4.998,20.2,3.5208,3.5672,9.2837
40,40.13,2.0,0.2802,charge,4.999,20.2,3.4622,3.5104,9.6427
40,40.34,2.0,0.2797,discharge,-26.318,20.2,3.4626,3.2014,9.9248
40,40.32,2.0,0.2821,charge,4.994,20.2,3.4652,3.5137,9.7124
40,40.02,2.0,0.2332,charge,4.999,20.2,3.4035,3.4548,10.2616
40,40.38,2.0,0.2327,discharge,-18.1,20.2,3.4037,3.2041,11.0276
40,40.53,2.0,0.2343,charge,4.999,20.2,3.4066,3.4578,10.2425
40,40.5,2.0,0.1845,charge,4.998,20.2,3.3488,3.4114,12.524
40,40.8,2.0,0.184,discharge,-9.422,20.2,3.3524,3.2188,14.1794
40,40.01,2.0,0.1849,charge,4.993,20.2,3.3563,3.4177,12.2965
40,40.71,2.0,0.1346,charge,4.998,20.3,3.0991,3.1858,17.3459
40,40.67,2.0,0.1332,discharge,-5.811,20.2,3.0991,2.9726,21.7679
40,40.85,2.0,0.1337,charge,4.985,20.2,3.1073,3.1899,16.5687
40,40.42,2.0,0.1123,charge,1.717,31.0,2.6206,2.7615,82.0641
40,40.27,2.0,0.1131,charge,4.141,26.0,2.6017,2.8274,54.5097
40,40.61,2.0,0.1156,discharge,-3.197,27.0,2.8197,2.7157,32.5351
40,40.37,2.0,0.1158,discharge,-2.207,31.0,2.8114,2.6613,68.014
40,40.59,2.0,0.1152,charge,1.711,33.0,2.618,2.7644,85.5515
40,40.57,2.0,0.1188,discharge,-3.238,27.0,2.8221,2.7166,32.5828
40,40.74,2.0,0.1196,discharge,-2.407,31.0,2.8132,2.6596,63.8059
40,40.39,2.0,0.121,discharge,-2.847,26.0,2.8375,2.6864,53.0781
40,40.44,2.0,0.1191,charge,1.711,33.0,2.6177,2.7659,86.6059
40,40.26,2.0,0.1195,charge,4.132,26.0,2.601,2.7867,44.9419
40,40.5,2.0,0.122,discharge,-3.064,27.0,2.8225,2.7161,34.7292
-10,-9.06,2.0,1.05,discharge,-22.057,27744.3,4.1766,3.1996,44.2943
-10,-9.05,2.0,1.05,discharge,-18.945,310.3,4.1773,3.2063,51.2536
-10,-7.58,2.0,1.05,discharge,-23.392,564.7,4.0702,3.1997,37.2136
-10,-8.84,2.0,1.05,discharge,-21.81,310.2,4.0759,3.1479,42.5493
-10,-8.69,2.0,1.05,discharge,-21.639,310.2,4.0782,3.1316,43.7451
-10,-9.48,2.0,1.05,discharge,-20.394,600.3,4.0797,3.1523,45.4742
-10,-9.06,2.0,1.05,discharge,-19.4,600.3,4.0808,3.194,45.7113
-10,-8.36,2.0,1.05,discharge,-23.599,372.2,4.0373,3.1998,35.4888
-10,-7.45,2.0,1.05,discharge,-21.433,310.2,4.058,3.1939,40.3163
-10,-8.15,2.0,1.05,discharge,-22.686,300.1,3.9721,3.1991,34.0739
-10,-7.9,2.0,1.05,charge,1.876,600.2,4.0052,4.0999,50.4878
-10,-8.83,2.0,1.05,discharge,-20.842,310.2,4.0121,3.1863,39.6219
-10,-8.77,2.0,1.05,charge,1.471,600.2,4.0203,4.1172,65.8915
-10,-8.87,2.0,1.05,discharge,-21.154,300.7,3.9206,3.1996,34.0834
-10,-9.49,2.0,1.05,charge,3.118,600.2,3.9498,4.1001,48.204
-10,-8.71,2.0,1.05,discharge,-19.449,310.2,3.9573,3.1679,40.5882
-10,-8.83,2.0,1.05,charge,2.567,600.2,3.9663,4.1216,60.4939
-10,-9.59,2.0,1.05,discharge,-18.887,310.2,3.9694,3.1857,41.4941
-10,-9.15,2.0,1.05,charge,2.208,600.2,3.9743,4.1133,62.9415
-10,-9.19,2.0,1.05,discharge,-19.573,300.1,3.8829,3.1998,34.9001
-10,-9.05,2.0,1.05,charge,3.971,600.2,3.9044,4.0998,49.2105
-10,-8.79,2.0,1.05,discharge,-17.781,310.2,3.9115,3.1831,40.9651
-10,-9.05,2.0,1.05,charge,3.598,600.2,3.9218,4.123,55.9137
-10,-9.49,2.0,1.05,charge,3.21,310.3,3.9246,4.1085,57.2951
-10,-8.47,2.0,1.05,discharge,-18.441,301.2,3.846,3.1998,35.0415
-10,-9.67,2.0,1.05,charge,4.79,600.2,3.8647,4.1011,49.3508
-10,-8.71,2.0,1.05,discharge,-16.626,310.2,3.8702,3.1895,40.9419
-10,-9.12,2.0,1.05,charge,4.604,600.2,3.8795,4.1205,52.3515
-10,-9.56,2.0,1.05,charge,4.262,310.2,3.8834,4.1118,53.5886
-10,-9.13,2.0,1.05,discharge,-17.081,300.1,3.805,3.1996,35.4429
-10,-8.55,2.0,1.05,charge,5.001,600.2,3.8211,4.0697,49.713
-10,-9.7,2.0,1.05,discharge,-15.372,310.2,3.8262,3.192,41.2568
-10,-9.07,2.0,1.05,charge,4.981,600.2,3.8331,4.0851,50.5872
-10,-9.32,2.0,1.05,discharge,-15.569,300.1,3.76,3.2,35.9689
-10,-9.08,2.0,1.05,charge,4.999,600.2,3.7749,4.0181,48.6507
-10,-9.48,2.0,1.05,discharge,-13.96,310.2,3.7783,3.1933,41.9054
-10,-9.47,2.0,1.05,charge,4.981,600.2,3.783,4.0317,49.9317
-10,-9.06,2.0,1.05,discharge,-14.026,300.1,3.7133,3.1999,36.6035
-10,-8.54,2.0,1.05,charge,5.0,600.2,3.7274,3.97,48.5229
-10,-9.15,2.0,1.05,discharge,-12.459,310.2,3.7306,3.195,42.989
-10,-8.6,2.0,1.05,charge,4.984,600.2,3.7352,3.9803,49.1774
-10,-9.02,2.0,1.05,discharge,-12.385,300.1,3.6665,3.1999,37.6746
-10,-9.36,2.0,1.05,charge,4.998,600.2,3.6798,3.9231,48.6824
-10,-9.01,2.0,1.05,discharge,-10.926,310.2,3.6823,3.1922,44.8563
-10,-8.7,2.0,1.05,charge,4.989,600.2,3.6866,3.9338,49.546
-10,-9.21,2.0,1.05,discharge,-10.845,300.1,3.625,3.1997,39.2162
-10,-8.85,2.0,1.05,charge,4.997,600.2,3.6401,3.8819,48.391
-10,-9.03,2.0,1.05,discharge,-9.386,310.2,3.643,3.2115,45.9713
-10,-9.64,2.0,1.05,charge,4.981,600.2,3.6467,3.8957,49.992
-10,-8.6,2.0,1.05,discharge,-9.51,302.7,3.5885,3.2007,40.7798
-10,-9.44,2.0,1.05,charge,4.998,600.2,3.6062,3.859,50.5823
-10,-9.28,2.0,1.05,discharge,-8.223,310.2,3.6093,3.192,50.7491
-10,-9.04,2.0,1.05,charge,4.996,600.2,3.6135,3.8632,49.976
-10,-8.46,2.0,1.05,discharge,-8.232,303.0,3.5504,3.1999,42.5793
-10,-8.58,2.0,1.05,charge,4.999,600.2,3.5728,3.824,50.246
-10,-8.71,2.0,1.05,discharge,-6.994,310.2,3.5772,3.2143,51.8888
-10,-8.55,2.0,1.05,charge,4.989,600.2,3.5821,3.8336,50.4089
-10,-7.4,2.0,1.05,discharge,-6.866,458.5,3.5189,3.2005,46.3755
-10,-8.26,2.0,1.05,charge,5.0,600.2,3.5373,3.8036,53.2621
-10,-7.79,2.0,1.05,discharge,-5.497,310.2,3.5421,3.2189,58.7914
-10,-9.1,2.0,1.05,charge,4.986,600.2,3.5478,3.8151,53.608
-10,-8.17,2.0,1.05,discharge,-5.248,484.3,3.4746,3.2002,52.2856
-10,-7.89,2.0,1.05,charge,5.0,600.2,3.4902,3.7771,57.3834
-10,-8.41,2.0,1.05,discharge,-3.771,310.2,3.4944,3.2217,72.3093
-10,-8.43,2.0,1.05,charge,4.984,600.2,3.5015,3.789,57.6811
-10,-8.86,2.0,1.05,discharge,-4.113,310.2,3.5038,3.207,72.1649
-10,-7.81,2.0,1.05,discharge,-3.978,533.6,3.433,3.1999,58.6032
-10,-8.89,2.0,1.05,charge,4.999,600.2,3.4407,3.7366,59.1895
-10,-8.68,2.0,1.05,discharge,-2.461,310.2,3.4433,3.2315,86.0591
-10,-8.04,2.0,1.05,charge,4.992,600.2,3.4466,3.741,58.9767
-10,-7.82,2.0,1.05,discharge,-2.835,310.2,3.4477,3.2082,84.4678
-10,-9.16,10.0,1.0,discharge,-16.671,4232.7,4.1658,3.2,57.9347
